,Application mode,Application order,Course,Previous qualification (grade),Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Unemployment rate,Inflation rate,GDP,Target
2178,17,1,9500,147.0,1,1,5,5,134.9,0,0,1,0,0,18,7,7,13.642857142857142,11,8,14.772727272727272,16.2,0.3,-0.92,0
2179,1,3,9773,129.0,38,37,5,5,142.0,1,0,1,0,0,19,8,6,12.666666666666666,7,6,12.714285714285714,9.4,-0.8,-3.12,0
2181,17,1,9238,128.0,19,19,5,4,116.5,0,0,1,0,1,18,8,5,10.8,9,6,10.5,12.4,0.5,1.79,0
2182,43,1,9500,140.0,19,19,7,7,138.6,0,0,1,0,1,19,9,6,14.25,11,8,13.063636363636364,16.2,0.3,-0.92,0
2185,17,1,9254,125.0,19,19,7,5,118.0,1,0,1,0,1,19,10,4,12.25,9,3,12.333333333333334,9.4,-0.8,-3.12,0
2189,17,4,9773,137.0,1,1,5,5,125.8,0,1,1,1,0,20,7,5,12.2,6,6,12.333333333333334,12.7,3.7,-1.7,1
2202,17,2,9254,121.0,19,38,6,6,116.1,1,0,1,1,0,19,8,5,11.2,11,4,12.5,15.5,2.8,-4.06,0
2204,5,2,9070,143.0,1,1,4,10,146.2,1,0,1,1,0,18,7,5,13.2,6,5,11.8,16.2,0.3,-0.92,0
2210,1,3,9500,149.0,1,1,4,4,129.3,1,0,1,1,0,18,8,7,13.1,8,7,13.1,12.7,3.7,-1.7,0
2211,1,1,9070,124.0,37,37,9,9,125.4,1,0,1,1,0,19,6,6,13.5,6,6,13.166666666666666,9.4,-0.8,-3.12,0
2213,1,1,9238,140.0,19,38,9,9,132.0,0,0,1,1,0,19,10,5,11.571428571428571,10,3,13.0,16.2,0.3,-0.92,1
2216,18,2,9556,126.0,3,3,2,2,115.5,0,0,1,1,0,18,11,6,13.433333333333332,10,4,13.6,8.9,1.4,3.51,0
2217,16,2,9147,129.0,19,19,4,9,127.6,1,0,1,1,0,19,8,5,11.6,9,3,11.0,10.8,1.4,1.74,1
2219,1,1,9070,130.0,37,1,9,8,120.2,1,0,1,1,0,22,9,6,14.666666666666666,12,6,14.666666666666666,12.7,3.7,-1.7,0
2224,1,2,9500,132.0,19,19,9,7,128.0,1,0,1,1,1,19,8,7,14.935714285714283,8,7,14.935714285714283,10.8,1.4,1.74,0
2226,1,1,9670,116.0,3,3,3,3,110.1,1,0,1,1,0,19,9,5,13.333333333333334,6,5,13.0,12.4,0.5,1.79,0
2233,43,1,9254,138.6,34,34,0,0,138.6,1,0,1,1,0,20,10,4,11.5,11,3,11.666666666666666,7.6,2.6,0.32,1
2243,17,4,9500,133.0,38,37,5,7,126.4,1,0,1,1,1,18,7,7,13.462857142857144,8,8,13.90625,11.1,0.6,2.02,0
2245,17,4,9238,129.0,37,37,9,8,117.1,1,0,1,1,0,21,6,6,12.333333333333334,7,6,13.666666666666666,8.9,1.4,3.51,0
2277,51,1,9773,135.0,1,42,5,3,110.0,1,0,1,1,0,23,7,6,13.333333333333334,6,4,12.75,11.1,0.6,2.02,0
2282,1,1,9254,133.1,38,1,9,9,121.0,0,1,0,1,0,21,9,5,11.833333333333334,8,5,10.0,8.9,1.4,3.51,1
2287,17,1,9254,125.0,1,1,3,3,114.5,0,0,1,1,1,22,8,6,13.625,8,6,14.428571428571429,11.1,0.6,2.02,0
2291,1,1,9238,127.0,37,37,5,10,125.3,0,0,1,1,0,19,9,5,10.8,11,5,11.0,7.6,2.6,0.32,0
2293,1,1,9773,127.0,19,37,9,9,126.3,0,0,1,1,0,19,8,6,12.833333333333334,8,6,13.333333333333334,15.5,2.8,-4.06,0
2295,17,3,9670,137.0,1,38,4,7,138.4,0,0,1,1,0,19,8,6,15.125,7,6,13.428571428571429,11.1,0.6,2.02,0
2297,1,1,9238,136.0,4,5,2,2,126.2,0,0,1,1,0,22,10,5,11.4,8,5,11.0,10.8,1.4,1.74,0
2309,17,3,9119,130.0,1,38,3,3,129.3,0,0,1,1,1,18,5,5,13.0,5,5,14.2,8.9,1.4,3.51,0
2310,1,1,9238,160.0,19,38,9,9,152.0,0,0,1,1,1,19,7,6,13.857142857142858,6,6,14.0,13.9,-0.3,0.79,0
2311,1,1,9500,140.0,1,19,9,9,128.8,0,0,1,1,0,18,7,6,13.391666666666666,8,8,12.4875,12.4,0.5,1.79,0
2313,44,1,9130,150.0,37,37,6,6,150.0,1,0,1,1,0,22,7,4,14.5,5,5,14.6,10.8,1.4,1.74,0
2314,1,1,9238,133.1,1,1,3,4,112.0,0,0,1,1,0,19,7,6,12.166666666666666,6,6,12.166666666666666,12.4,0.5,1.79,0
2315,1,1,9130,152.0,19,37,9,8,135.6,1,0,1,1,0,18,5,5,15.4,5,5,15.6,12.7,3.7,-1.7,1
2319,17,1,9254,148.0,1,1,4,8,145.2,0,0,1,1,0,20,7,6,13.714285714285714,8,6,14.714285714285714,16.2,0.3,-0.92,0
2324,18,1,9238,122.0,1,3,9,2,112.6,1,0,1,1,0,21,9,6,10.166666666666666,10,6,10.5,12.7,3.7,-1.7,0
2334,1,1,9670,137.0,38,37,9,9,122.3,0,0,1,1,1,18,7,6,13.571428571428571,6,6,14.333333333333334,12.4,0.5,1.79,0
2335,17,4,9070,117.0,1,1,3,3,125.4,1,0,1,1,1,19,6,6,12.833333333333334,7,6,11.166666666666666,11.1,0.6,2.02,0
2338,17,5,9119,126.0,38,38,5,9,116.9,1,1,1,1,0,20,5,4,14.5,8,3,13.333333333333334,11.1,0.6,2.02,1
2343,17,2,9991,116.0,37,19,9,4,118.5,0,0,1,1,0,23,6,4,13.0,5,5,13.0,7.6,2.6,0.32,0
2347,18,1,9119,108.0,1,1,4,3,105.6,1,0,1,1,0,20,7,5,12.166666666666666,7,5,15.285714285714286,12.4,0.5,1.79,0
2350,18,1,9500,146.0,19,3,4,9,127.0,0,0,1,1,0,19,8,7,13.614285714285714,8,7,13.614285714285714,12.7,3.7,-1.7,0
2352,1,1,9130,160.0,3,3,1,2,149.2,0,0,1,1,0,18,7,4,14.0,5,5,14.2,7.6,2.6,0.32,0
2353,17,1,9670,125.0,37,37,9,9,121.5,1,0,1,1,1,21,8,4,14.75,6,5,11.8,12.7,3.7,-1.7,0
2355,17,4,9670,122.0,3,1,2,3,119.6,1,0,1,1,0,18,8,6,13.625,7,6,14.285714285714286,11.1,0.6,2.02,0
2359,17,5,9254,113.0,1,1,2,3,110.2,1,0,1,1,0,21,10,4,11.5,10,2,10.5,9.4,-0.8,-3.12,1
2365,18,1,9773,125.0,1,1,4,7,121.5,1,0,1,1,0,19,6,6,13.833333333333334,6,6,14.5,8.9,1.4,3.51,0
2367,17,1,9130,131.0,12,12,2,8,128.2,1,0,1,1,0,18,7,6,14.0,8,6,13.666666666666666,12.4,0.5,1.79,0
2379,1,1,9130,133.0,2,37,9,7,125.7,1,0,1,1,1,18,7,6,13.5,8,6,12.5,12.4,0.5,1.79,0
2380,17,1,9254,125.0,1,19,4,7,116.6,0,0,1,1,1,19,8,5,12.666666666666666,10,6,12.857142857142858,16.2,0.3,-0.92,0
2381,1,3,9070,127.0,19,38,5,7,141.0,1,0,1,1,1,19,6,6,15.166666666666666,6,6,12.333333333333334,12.4,0.5,1.79,0
2385,44,1,9070,140.0,19,38,4,0,140.0,1,0,1,1,0,21,6,6,14.5,8,6,11.333333333333334,12.4,0.5,1.79,0
2388,17,4,9147,132.0,38,19,5,5,120.8,1,0,1,1,1,18,8,4,10.8,10,2,12.5,11.1,0.6,2.02,1
2394,17,3,9147,135.0,37,37,6,5,121.0,1,0,1,1,1,18,8,5,12.75,7,5,11.5,13.9,-0.3,0.79,0
2398,17,2,9773,131.0,3,19,2,3,132.8,1,0,1,1,0,19,7,6,14.428571428571429,7,6,14.571428571428571,13.9,-0.3,0.79,0
2399,17,1,9500,131.0,1,1,5,5,126.3,0,0,1,1,0,19,9,7,12.492857142857144,10,8,11.7125,16.2,0.3,-0.92,0
2403,1,1,9500,130.0,38,37,5,10,117.8,1,0,1,1,0,19,8,7,15.885714285714286,8,7,15.885714285714286,10.8,1.4,1.74,0
2432,1,3,9773,146.0,38,38,9,7,134.1,1,0,1,1,1,18,6,6,12.5,7,6,12.666666666666666,10.8,1.4,1.74,1
2435,42,1,9119,150.0,38,37,5,8,133.5,1,0,1,1,0,21,10,5,13.0,10,5,12.6,9.4,-0.8,-3.12,0
2459,1,1,9147,133.0,19,37,9,9,129.9,0,0,1,1,0,18,5,5,11.6,5,5,13.2,12.4,0.5,1.79,0
2472,1,1,9670,120.0,1,1,9,9,129.1,1,0,1,1,0,18,6,4,11.25,10,3,10.333333333333334,10.8,1.4,1.74,1
2474,1,1,9773,133.1,3,19,2,5,127.0,0,0,1,1,0,20,6,6,14.333333333333334,7,6,15.0,15.5,2.8,-4.06,0
2478,1,1,9500,128.0,1,19,4,7,125.6,1,0,1,1,0,18,7,7,12.444285714285714,11,7,11.347142857142858,12.4,0.5,1.79,0
2489,1,2,9254,137.0,1,38,2,8,122.3,1,0,1,1,1,20,7,6,14.714285714285714,6,6,12.5,8.9,1.4,3.51,0
2494,1,1,9773,142.0,1,19,9,9,136.1,0,1,1,1,1,19,6,6,12.666666666666666,6,6,14.0,16.2,0.3,-0.92,0
2505,1,6,9500,143.0,19,19,9,9,127.0,1,0,1,0,1,18,8,7,13.585714285714284,8,7,13.585714285714284,12.7,3.7,-1.7,0
2506,1,1,9556,123.0,19,19,4,9,113.8,1,0,1,0,0,18,9,7,11.155555555555557,10,8,11.425,12.7,3.7,-1.7,0
2512,17,4,9500,136.0,3,3,2,2,132.5,1,0,1,0,0,19,8,7,13.198571428571428,8,8,13.0625,11.1,0.6,2.02,0
2514,1,1,9670,126.0,1,3,4,3,122.5,1,0,1,0,0,19,6,6,13.333333333333334,8,5,12.8,8.9,1.4,3.51,1
2516,17,1,9070,137.0,1,1,1,5,131.8,0,0,1,0,1,22,7,6,12.166666666666666,9,4,12.0,9.4,-0.8,-3.12,0
2517,1,3,9500,139.0,19,1,9,5,135.0,1,0,1,0,1,18,8,7,12.214285714285714,8,7,12.214285714285714,12.7,3.7,-1.7,0
2518,17,1,9254,142.0,19,39,5,4,141.7,0,0,1,0,1,18,8,6,12.666666666666666,6,6,13.0,13.9,-0.3,0.79,0
2519,1,3,9773,133.1,38,38,5,5,131.3,1,0,1,0,1,18,7,6,12.285714285714286,6,6,13.5,8.9,1.4,3.51,0
2520,1,6,9254,126.0,38,37,5,7,123.9,1,0,1,0,1,18,7,6,13.0,6,6,13.0,12.4,0.5,1.79,0
2521,1,2,9254,131.0,4,3,7,4,126.1,1,0,1,0,0,18,8,6,12.142857142857142,6,6,11.166666666666666,8.9,1.4,3.51,0
2522,17,6,9500,131.0,1,19,7,7,126.5,1,0,1,0,1,19,8,7,13.875714285714285,9,7,13.085714285714284,11.1,0.6,2.02,0
2526,1,4,9070,143.0,1,1,9,7,134.6,1,0,1,0,1,18,6,6,14.5,6,6,12.833333333333334,12.4,0.5,1.79,1
2527,17,6,9500,135.0,19,19,7,7,128.0,1,0,1,0,1,18,7,7,14.44142857142857,8,8,13.65625,11.1,0.6,2.02,0
2528,17,2,9773,148.0,3,38,2,6,144.2,1,0,1,0,0,18,6,6,15.166666666666666,7,6,14.285714285714286,12.4,0.5,1.79,0
2529,17,1,9147,134.0,19,38,4,8,129.5,0,0,1,0,1,18,5,5,11.6,12,4,12.625,10.8,1.4,1.74,0
2530,17,1,9773,122.0,1,1,4,7,116.8,1,1,1,0,0,18,6,6,11.666666666666666,6,6,12.333333333333334,16.2,0.3,-0.92,0
2534,1,1,9238,115.0,38,38,8,7,112.9,1,0,1,0,1,19,7,6,11.857142857142858,8,6,13.142857142857142,12.4,0.5,1.79,0
2537,1,1,9670,130.0,19,19,7,7,121.6,0,0,1,0,0,19,7,6,14.714285714285714,6,6,15.833333333333334,12.4,0.5,1.79,0
2538,15,1,9670,130.0,42,1,2,7,130.0,0,1,1,0,0,20,6,6,13.5,9,5,13.0,8.9,1.4,3.51,0
2539,18,1,9130,135.0,38,19,9,5,121.7,1,0,1,0,1,18,7,4,11.5,5,5,12.4,10.8,1.4,1.74,0
2542,17,2,9556,136.0,1,1,9,9,128.3,0,0,1,0,1,18,7,7,13.428571428571429,8,8,14.75,15.5,2.8,-4.06,0
2545,1,3,9773,153.0,3,1,2,8,137.6,1,0,1,0,0,18,6,6,16.0,7,6,14.333333333333334,12.4,0.5,1.79,0
2546,1,1,9238,135.0,19,19,9,5,135.0,1,0,1,0,0,20,6,6,13.833333333333334,6,6,11.833333333333334,10.8,1.4,1.74,0
2548,1,2,9773,130.0,19,19,9,9,126.9,1,0,1,1,1,18,6,6,14.0,6,6,14.166666666666666,9.4,-0.8,-3.12,0
2552,1,1,8014,126.0,38,37,5,5,118.7,0,0,1,0,0,19,6,6,12.5,6,6,11.5,12.7,3.7,-1.7,0
2556,15,1,9147,130.0,1,1,2,3,130.0,0,0,1,0,0,19,10,4,12.0,6,5,11.4,11.1,0.6,2.02,0
2559,1,1,9773,156.0,19,1,5,10,136.8,1,0,1,0,0,18,6,6,14.0,6,6,13.5,11.1,0.6,2.02,1
2560,17,5,9853,141.0,3,19,2,7,130.9,1,0,1,0,0,18,7,6,13.5,8,5,12.6,7.6,2.6,0.32,0
2565,15,1,9238,140.0,19,19,9,6,140.0,0,0,1,1,0,21,7,6,12.333333333333334,7,6,13.428571428571429,11.1,0.6,2.02,0
2566,17,1,9500,142.0,38,1,5,4,136.6,0,0,1,0,1,18,7,7,13.464285714285714,9,8,14.788888888888888,12.4,0.5,1.79,0
2569,1,2,9773,148.0,19,1,3,9,140.0,1,0,1,0,1,18,6,6,13.666666666666666,6,6,14.666666666666666,16.2,0.3,-0.92,0
2572,1,1,9238,133.1,1,1,4,10,110.0,0,1,1,0,0,23,8,6,12.625,6,6,14.166666666666666,12.7,3.7,-1.7,0
2573,1,4,9500,138.0,37,19,9,9,127.8,1,0,1,0,0,19,7,6,14.983333333333334,7,6,14.983333333333334,7.6,2.6,0.32,0
2574,16,3,9773,138.0,37,38,4,9,134.2,1,0,1,0,1,20,6,6,15.0,6,6,13.0,11.1,0.6,2.02,0
2578,17,4,9500,146.0,19,37,5,8,135.8,1,0,1,0,0,18,7,6,13.983333333333334,7,6,13.983333333333334,7.6,2.6,0.32,0
2579,1,1,9238,148.0,37,37,9,9,143.5,0,0,1,0,0,18,6,6,13.0,6,6,12.833333333333334,10.8,1.4,1.74,0
2580,1,1,9238,145.0,19,37,4,7,148.9,1,0,1,0,1,18,6,6,13.666666666666666,6,6,13.0,10.8,1.4,1.74,0
2584,1,1,9853,130.0,19,12,9,4,133.2,1,0,1,0,0,19,6,6,14.166666666666666,7,6,13.666666666666666,7.6,2.6,0.32,0
2585,17,2,8014,120.0,37,34,0,0,117.6,1,0,1,0,0,19,8,5,12.2,7,6,12.0,7.6,2.6,0.32,0
2595,17,1,9070,135.0,19,37,5,9,145.9,0,0,1,0,1,18,6,6,12.666666666666666,6,6,12.166666666666666,16.2,0.3,-0.92,0
2596,1,1,9070,133.1,1,37,5,9,143.0,1,1,1,0,0,21,9,5,11.4,8,5,12.2,12.7,3.7,-1.7,1
2600,17,3,9853,138.0,37,37,5,9,125.1,1,0,1,0,1,19,6,6,13.5,8,5,12.8,12.7,3.7,-1.7,1
2602,1,3,9238,126.0,38,19,5,8,120.8,1,0,1,0,0,19,7,6,12.285714285714286,7,6,12.833333333333334,12.4,0.5,1.79,0
2607,1,1,9773,128.0,37,1,9,7,124.2,1,0,1,0,0,18,8,5,13.0,7,6,13.142857142857142,15.5,2.8,-4.06,1
2608,17,4,9254,125.0,38,38,5,5,115.6,1,0,1,0,0,20,6,6,11.0,8,4,12.75,9.4,-0.8,-3.12,0
2610,17,2,9500,138.0,1,38,5,8,132.8,1,0,1,0,0,18,9,6,12.385714285714286,9,8,13.755555555555556,13.9,-0.3,0.79,0
2612,1,1,9130,134.0,1,19,5,5,125.6,1,0,1,0,0,20,6,5,16.166666666666668,6,5,15.833333333333334,12.7,3.7,-1.7,0
2614,1,4,9119,126.0,3,19,2,9,123.6,1,0,1,1,0,18,6,5,12.4,9,3,13.0,8.9,1.4,3.51,1
2615,1,1,9130,148.0,1,1,9,9,141.7,0,0,0,1,0,18,8,5,11.6,11,4,13.0,8.9,1.4,3.51,1
2617,17,1,9254,118.0,1,19,5,4,118.0,0,0,1,0,1,19,7,5,11.0,7,5,12.8,12.4,0.5,1.79,0
2618,17,2,9853,150.0,38,19,5,5,142.0,1,0,1,0,1,19,8,6,12.333333333333334,7,5,12.4,10.8,1.4,1.74,1
2621,1,1,9070,110.0,1,37,9,9,105.1,1,0,1,0,1,20,6,6,12.0,6,6,11.833333333333334,12.4,0.5,1.79,0
2624,1,4,9773,140.0,1,37,3,9,130.5,1,0,1,0,0,20,6,6,12.333333333333334,6,6,12.0,12.7,3.7,-1.7,0
2626,1,1,9500,148.0,1,1,4,3,137.5,0,0,1,1,0,18,7,7,14.842857142857143,9,8,14.38888888888889,16.2,0.3,-0.92,0
2633,1,4,9500,128.0,19,1,4,4,124.3,1,0,1,1,0,19,8,7,12.665714285714284,8,7,12.665714285714284,10.8,1.4,1.74,0
2638,17,1,9147,127.0,37,38,9,7,115.8,1,0,1,1,0,18,5,5,13.4,6,5,12.2,11.1,0.6,2.02,0
2641,1,1,9773,125.0,38,38,9,9,133.4,1,0,1,1,1,20,8,6,12.0,8,6,11.5,13.9,-0.3,0.79,0
2652,1,1,9670,110.0,3,19,4,5,109.0,0,0,1,1,1,19,7,6,13.142857142857142,8,6,14.166666666666666,15.5,2.8,-4.06,0
2654,17,5,9500,124.0,3,38,2,1,119.8,0,0,1,1,0,19,11,7,13.867142857142856,11,7,13.867142857142856,10.8,1.4,1.74,0
2659,1,1,9254,125.0,37,37,3,3,124.0,0,0,1,1,1,19,7,6,11.0,6,5,12.2,11.1,0.6,2.02,1
2662,1,1,9500,133.1,1,19,3,5,115.0,0,0,0,1,0,20,11,4,12.6,7,4,11.575,16.2,0.3,-0.92,1
2666,17,4,9070,144.0,38,1,9,9,137.4,1,0,1,1,0,19,6,6,13.833333333333334,8,6,13.125,10.8,1.4,1.74,0
2674,17,1,9670,134.0,19,37,5,5,125.3,1,0,1,1,1,19,7,4,13.75,10,6,11.555555555555555,10.8,1.4,1.74,0
2692,17,4,9147,114.0,19,19,4,4,109.5,1,0,1,1,1,20,6,5,11.8,8,4,11.6,8.9,1.4,3.51,0
2693,1,1,9003,140.0,38,1,9,4,138.3,0,0,1,1,0,18,7,6,16.0,6,6,15.166666666666666,12.4,0.5,1.79,0
2694,1,2,9773,140.0,1,1,4,3,131.6,0,0,1,1,1,18,6,6,12.666666666666666,6,6,11.5,16.2,0.3,-0.92,0
2699,1,1,9500,157.0,37,37,9,9,143.0,0,0,1,1,0,18,8,7,13.4,8,7,13.4,12.7,3.7,-1.7,0
2706,1,1,9130,125.0,3,3,2,2,132.4,0,0,1,1,0,20,7,4,11.75,5,5,13.4,7.6,2.6,0.32,0
2708,5,3,9070,157.0,3,1,9,6,138.1,1,0,1,0,0,18,6,6,12.666666666666666,8,6,14.125,10.8,1.4,1.74,0
2710,17,1,9254,116.0,38,37,9,6,109.7,1,0,1,0,0,22,7,5,14.0,6,6,15.666666666666666,11.1,0.6,2.02,0
2713,43,1,9130,150.0,3,3,3,4,150.0,1,0,1,0,0,21,10,6,12.0,12,5,12.8,13.9,-0.3,0.79,0
2718,1,1,9500,138.0,1,1,3,4,132.5,1,0,1,0,0,18,8,7,14.115714285714288,8,7,14.115714285714288,10.8,1.4,1.74,0
2719,1,4,9085,138.0,3,1,1,4,123.3,1,0,1,0,1,19,7,6,14.857142857142858,10,6,13.11111111111111,12.4,0.5,1.79,0
2720,1,2,9085,141.0,1,38,9,8,128.9,1,0,1,0,1,18,7,6,13.833333333333334,10,6,13.714285714285714,8.9,1.4,3.51,0
2727,17,2,9500,129.0,38,19,5,7,124.0,1,0,1,0,1,18,8,7,14.312857142857142,8,7,14.312857142857142,10.8,1.4,1.74,0
2730,1,1,9238,133.0,4,1,5,5,131.6,0,0,1,0,0,18,7,6,13.833333333333334,7,6,13.714285714285714,11.1,0.6,2.02,0
2731,1,1,9238,107.0,2,12,3,10,104.2,1,0,1,0,0,20,6,6,12.166666666666666,7,6,12.142857142857142,11.1,0.6,2.02,0
2734,1,4,9773,136.0,1,12,9,10,121.7,1,0,1,0,1,22,7,5,13.2,7,5,13.6,12.4,0.5,1.79,0
2735,1,1,9500,125.0,37,37,9,9,126.0,1,1,1,0,0,20,7,6,15.4,7,6,15.4,7.6,2.6,0.32,0
2736,17,4,9500,137.0,1,37,9,9,128.4,1,0,1,0,1,19,7,7,13.385714285714286,8,8,15.925,13.9,-0.3,0.79,0
2738,17,2,9147,146.0,38,37,6,6,143.9,0,0,1,0,0,18,11,5,11.333333333333334,8,5,12.0,13.9,-0.3,0.79,0
2739,1,4,9085,145.0,37,1,9,9,145.0,1,0,1,0,1,19,7,4,14.5,5,5,13.6,10.8,1.4,1.74,0
2740,1,2,9070,126.0,19,38,9,9,132.0,1,0,1,0,1,19,6,6,14.166666666666666,8,6,12.375,10.8,1.4,1.74,0
2742,1,1,9238,141.0,37,37,4,4,138.9,0,0,1,0,0,21,7,6,13.333333333333334,6,6,14.5,10.8,1.4,1.74,0
2743,1,1,9238,133.1,1,1,3,3,102.0,1,0,1,0,1,20,7,6,13.666666666666666,7,6,14.571428571428571,11.1,0.6,2.02,0
2745,1,2,9853,127.0,37,19,9,8,137.5,1,0,1,0,0,21,7,6,13.428571428571429,8,6,13.142857142857142,7.6,2.6,0.32,0
2768,17,1,9147,124.0,38,19,6,10,126.8,1,0,1,0,0,20,8,5,12.333333333333334,7,5,12.2,15.5,2.8,-4.06,0
2770,17,6,9556,134.0,19,38,7,7,128.5,1,0,1,0,1,18,9,7,14.1,8,8,13.3125,12.7,3.7,-1.7,0
2775,1,4,9500,142.0,38,37,9,5,127.3,1,0,1,0,0,18,8,7,15.075714285714286,8,7,15.075714285714286,10.8,1.4,1.74,0
2779,1,2,9238,136.0,19,19,4,7,121.7,1,0,1,0,1,21,9,5,12.333333333333334,7,5,11.8,13.9,-0.3,0.79,0
2780,1,3,9500,137.0,38,38,5,7,122.7,1,0,1,0,1,18,8,7,13.778571428571428,10,8,13.122222222222222,16.2,0.3,-0.92,0
2791,1,1,9085,120.0,38,19,9,3,112.7,0,0,1,1,0,19,7,6,14.857142857142858,8,6,14.142857142857142,11.1,0.6,2.02,0
2797,1,2,9670,123.0,1,38,7,7,120.6,1,0,1,1,0,19,6,6,13.333333333333334,8,5,14.0,8.9,1.4,3.51,0
2800,1,1,9254,145.0,3,19,3,8,134.9,1,0,1,0,0,18,6,6,15.5,6,6,16.0,12.4,0.5,1.79,0
2802,1,1,9773,142.0,19,37,4,7,141.3,0,0,1,0,1,19,7,6,14.714285714285714,6,6,15.166666666666666,13.9,-0.3,0.79,0
2804,1,1,9238,125.0,19,19,9,9,121.5,1,0,1,0,1,19,9,6,10.857142857142858,7,6,11.666666666666666,12.4,0.5,1.79,0
2805,1,4,9500,126.0,19,19,9,9,125.0,1,0,1,0,0,19,8,6,11.658333333333331,11,6,12.416666666666666,12.4,0.5,1.79,0
2806,18,2,9773,132.0,37,19,9,7,119.1,1,0,1,0,1,22,8,5,11.6,7,6,12.0,9.4,-0.8,-3.12,0
2808,1,1,9773,123.0,1,38,9,9,116.7,0,0,1,0,1,18,6,6,12.166666666666666,8,6,12.666666666666666,12.4,0.5,1.79,0
2810,1,1,9853,128.0,38,37,9,9,124.9,0,0,1,0,1,19,6,6,12.5,6,6,12.833333333333334,12.7,3.7,-1.7,0
2812,17,5,9500,140.0,1,1,4,3,131.1,1,0,1,0,0,18,7,7,13.19,8,8,14.23125,11.1,0.6,2.02,0
2815,17,1,9238,132.0,37,38,9,5,120.8,0,0,1,0,1,19,11,5,11.6,10,6,11.714285714285714,15.5,2.8,-4.06,0
2816,1,1,9500,130.0,19,19,9,6,135.0,0,0,1,0,0,19,7,6,14.266666666666666,7,6,14.266666666666666,7.6,2.6,0.32,0
2820,18,6,9500,144.0,1,1,3,6,130.8,1,0,1,0,0,18,11,7,12.771428571428572,11,7,12.771428571428572,12.7,3.7,-1.7,0
2825,17,1,9130,117.0,19,19,4,4,113.5,1,0,1,0,0,19,8,6,11.333333333333334,12,4,13.75,8.9,1.4,3.51,1
2826,1,2,9670,121.0,1,19,4,7,135.4,1,0,1,0,1,19,6,6,13.333333333333334,10,5,13.4,8.9,1.4,3.51,0
2830,17,5,9147,131.0,19,38,3,10,119.8,1,0,1,0,0,19,8,5,12.6,9,4,11.6,8.9,1.4,3.51,0
2849,44,1,9085,140.0,3,3,4,2,140.0,1,0,1,0,0,19,8,4,14.4,6,5,13.0,13.9,-0.3,0.79,0
2851,1,3,9773,130.0,1,37,4,5,120.9,1,1,1,0,0,18,6,6,14.333333333333334,6,6,14.166666666666666,8.9,1.4,3.51,0
2855,17,1,9500,137.0,1,1,9,9,127.9,1,0,1,0,1,18,10,5,13.46,8,7,12.2375,11.1,0.6,2.02,1
2856,1,1,9773,133.0,1,3,3,3,135.8,1,0,1,0,0,19,6,6,15.0,6,6,13.333333333333334,11.1,0.6,2.02,0
2858,1,2,9670,160.0,2,1,4,4,137.3,1,0,1,0,0,19,7,5,13.4,6,5,12.8,12.7,3.7,-1.7,0
2861,1,1,9085,140.0,3,3,2,2,146.4,0,0,1,0,0,18,5,5,12.6,7,5,11.6,7.6,2.6,0.32,0
2864,17,2,9773,115.0,1,1,5,5,119.6,1,0,1,0,1,22,11,5,12.0,11,5,11.0,7.6,2.6,0.32,1
2887,1,1,9853,153.0,19,37,9,9,153.7,0,0,1,0,1,18,8,6,13.142857142857142,6,6,12.833333333333334,15.5,2.8,-4.06,0
2888,17,1,9238,131.0,37,37,9,7,121.9,0,0,1,0,1,19,8,6,13.75,7,6,11.857142857142858,16.2,0.3,-0.92,0
2889,17,4,9670,126.0,38,19,9,6,119.4,1,0,1,0,1,18,6,6,14.0,9,5,13.8,8.9,1.4,3.51,0
2892,1,2,9670,131.0,1,19,4,7,135.9,1,0,1,0,1,18,6,6,13.166666666666666,8,6,12.428571428571429,8.9,1.4,3.51,0
2894,17,4,9853,122.0,38,37,9,9,118.9,1,0,1,0,0,20,7,6,12.666666666666666,7,5,13.0,7.6,2.6,0.32,0
2897,43,1,9500,136.0,3,3,2,2,100.0,0,0,1,0,0,18,8,7,13.6125,8,8,14.575,13.9,-0.3,0.79,0
2898,18,6,9500,140.0,3,19,3,8,129.0,1,0,1,0,0,21,8,7,12.414285714285716,8,7,12.414285714285716,12.7,3.7,-1.7,0
2903,17,1,9238,116.0,1,1,3,3,119.2,1,0,1,0,1,18,6,6,14.0,6,6,13.5,8.9,1.4,3.51,0
2905,17,1,9773,136.0,3,1,2,3,132.5,1,0,1,0,0,19,7,6,12.5,7,6,12.5,10.8,1.4,1.74,0
2907,1,4,9500,140.0,1,37,4,9,128.0,0,0,1,0,1,18,7,6,14.066666666666668,7,6,14.066666666666668,7.6,2.6,0.32,0
2913,1,2,9238,136.0,22,30,0,8,135.7,1,0,1,0,0,19,8,6,14.375,8,6,14.75,7.6,2.6,0.32,0
2917,1,1,9500,118.0,38,38,7,7,115.2,1,0,1,0,0,19,9,6,12.97166666666667,9,7,12.321428571428571,11.1,0.6,2.02,0
2925,1,1,9773,154.0,37,37,9,7,150.2,0,0,1,0,1,18,6,6,14.5,6,6,14.666666666666666,16.2,0.3,-0.92,0
